Codigo Secção,Secção,Código Divisão,Divisão,Código Grupo,Grupo,Código Classe,Classe,Código Subclasse,Subclasse
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.2,"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras","25.22-5 Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos","25.22-5 Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",2522-5/00,"2522-5/00 Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.3,"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.31-4 Produção de forjados de aço e de metais não-ferrosos e suas ligas,25.31-4 Produção de forjados de aço e de metais não-ferrosos e suas ligas,2531-4/01,2531-4/01 Produção de forjados de aço
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.3,"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.32-2 Produção de artefatos estampados de metal; metalurgia do pó,25.32-2 Produção de artefatos estampados de metal; metalurgia do pó,2532-2/01,2532-2/01 Produção de artefatos estampados de metal
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.3,"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","25.39-0 Serviços de usinagem, solda, tratamento e revestimento em metais","25.39-0 Serviços de usinagem, solda, tratamento e revestimento em metais",2539-0/01,"2539-0/01 Serviços de usinagem, tornearia e solda"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.4,"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.41-1 Fabricação de artigos de cutelaria,25.41-1 Fabricação de artigos de cutelaria,2541-1/00,2541-1/00 Fabricação de artigos de cutelaria
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.4,"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas","25.42-0 Fabricação de artigos de serralheria, exceto esquadrias","25.42-0 Fabricação de artigos de serralheria, exceto esquadrias",2542-0/00,"2542-0/00 Fabricação de artigos de serralheria, exceto esquadrias"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.4,"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.43-8 Fabricação de ferramentas,25.43-8 Fabricação de ferramentas,2543-8/00,2543-8/00 Fabricação de ferramentas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.5,"25.5 Fabricação de equipamento bélico pesado, armas e munições","25.50-1 Fabricação de equipamento bélico pesado, armas e munições","25.50-1 Fabricação de equipamento bélico pesado, armas e munições",2550-1/01,"2550-1/01 Fabricação de equipamento bélico pesado, exceto veículos militares de combate"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.9,25.9 Fabricação de produtos de metal não especificados anteriormente,25.91-8 Fabricação de embalagens metálicas,25.91-8 Fabricação de embalagens metálicas,2591-8/00,2591-8/00 Fabricação de embalagens metálicas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.9,25.9 Fabricação de produtos de metal não especificados anteriormente,25.92-6 Fabricação de produtos de trefilados de metal,25.92-6 Fabricação de produtos de trefilados de metal,2592-6/01,2592-6/01 Fabricação de produtos de trefilados de metal padronizados
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.9,25.9 Fabricação de produtos de metal não especificados anteriormente,25.93-4 Fabricação de artigos de metal para uso doméstico e pessoal,25.93-4 Fabricação de artigos de metal para uso doméstico e pessoal,2593-4/00,2593-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.9,25.9 Fabricação de produtos de metal não especificados anteriormente,25.99-3 Fabricação de produtos de metal não especificados anteriormente,25.99-3 Fabricação de produtos de metal não especificados anteriormente,2599-3/01,2599-3/01 Serviços de confecção de armações metálicas para a construção
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.1,26.1 Fabricação de componentes eletrônicos,26.10-8 Fabricação de componentes eletrônicos,26.10-8 Fabricação de componentes eletrônicos,2610-8/00,2610-8/00 Fabricação de componentes eletrônicos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,26.2 Fabricação de equipamentos de informática e periféricos,26.21-3 Fabricação de equipamentos de informática,26.21-3 Fabricação de equipamentos de informática,2621-3/00,2621-3/00 Fabricação de equipamentos de informática
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,26.2 Fabricação de equipamentos de informática e periféricos,26.22-1 Fabricação de periféricos para equipamentos de informática,26.22-1 Fabricação de periféricos para equipamentos de informática,2622-1/00,2622-1/00 Fabricação de periféricos para equipamentos de informática
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.3,26.3 Fabricação de equipamentos de comunicação,26.31-1 Fabricação de equipamentos transmissores de comunicação,26.31-1 Fabricação de equipamentos transmissores de comunicação,2631-1/00,"2631-1/00 Fabricação de equipamentos transmissores de comunicação, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.3,26.3 Fabricação de equipamentos de comunicação,26.32-9 Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,26.32-9 Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,2632-9/00,"2632-9/00 Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.4,"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","26.40-0 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","26.40-0 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",2640-0/00,"2640-0/00 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios","26.51-5 Fabricação de aparelhos e equipamentos de medida, teste e controle","26.51-5 Fabricação de aparelhos e equipamentos de medida, teste e controle",2651-5/00,"2651-5/00 Fabricação de aparelhos e equipamentos de medida, teste e controle"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.52-3 Fabricação de cronômetros e relógios,26.52-3 Fabricação de cronômetros e relógios,2652-3/00,2652-3/00 Fabricação de cronômetros e relógios
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.6,26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,2660-4/00,2660-4/00 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.7,"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos","26.70-1 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos","26.70-1 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",2670-1/01,"2670-1/01 Fabricação de equipamentos e instrumentos ópticos, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,26,"26 FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.8,"26.8 Fabricação de mídias virgens, magnéticas e ópticas","26.80-9 Fabricação de mídias virgens, magnéticas e ópticas","26.80-9 Fabricação de mídias virgens, magnéticas e ópticas",2680-9/00,"2680-9/00 Fabricação de mídias virgens, magnéticas e ópticas"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.1,"27.1 Fabricação de geradores, transformadores e motores elétricos","27.10-4 Fabricação de geradores, transformadores e motores elétricos","27.10-4 Fabricação de geradores, transformadores e motores elétricos",2710-4/01,"2710-4/01 Fabricação de geradores de corrente contínua e alternada, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.2,"27.2 Fabricação de pilhas, baterias e acumuladores elétricos","27.21-0 Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores","27.21-0 Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",2721-0/00,"2721-0/00 Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.2,"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",27.22-8 Fabricação de baterias e acumuladores para veículos automotores,27.22-8 Fabricação de baterias e acumuladores para veículos automotores,2722-8/01,2722-8/01 Fabricação de baterias e acumuladores para veículos automotores
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,27.31-7 Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,27.31-7 Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2731-7/00,2731-7/00 Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,27.32-5 Fabricação de material elétrico para instalações em circuito de consumo,27.32-5 Fabricação de material elétrico para instalações em circuito de consumo,2732-5/00,2732-5/00 Fabricação de material elétrico para instalações em circuito de consumo
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,"27.33-3 Fabricação de fios, cabos e condutores elétricos isolados","27.33-3 Fabricação de fios, cabos e condutores elétricos isolados",2733-3/00,"2733-3/00 Fabricação de fios, cabos e condutores elétricos isolados"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.4,27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,27.40-6 Fabricação de lâmpadas e outros equipamentos de iluminação,27.40-6 Fabricação de lâmpadas e outros equipamentos de iluminação,2740-6/01,2740-6/01 Fabricação de lâmpadas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.5,27.5 Fabricação de eletrodomésticos,"27.51-1 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico","27.51-1 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",2751-1/00,"2751-1/00 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.5,27.5 Fabricação de eletrodomésticos,27.59-7 Fabricação de aparelhos eletrodomésticos não especificados anteriormente,27.59-7 Fabricação de aparelhos eletrodomésticos não especificados anteriormente,2759-7/01,"2759-7/01 Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,27,"27 FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.9,27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,2790-2/01,"2790-2/01 Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão","28.11-9 Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários","28.11-9 Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",2811-9/00,"2811-9/00 Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão","28.12-7 Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas","28.12-7 Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",2812-7/00,"2812-7/00 Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão","28.13-5 Fabricação de válvulas, registros e dispositivos semelhantes","28.13-5 Fabricação de válvulas, registros e dispositivos semelhantes",2813-5/00,"2813-5/00 Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.14-3 Fabricação de compressores,28.14-3 Fabricação de compressores,2814-3/01,"2814-3/01 Fabricação de compressores para uso industrial, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.15-1 Fabricação de equipamentos de transmissão para fins industriais,28.15-1 Fabricação de equipamentos de transmissão para fins industriais,2815-1/01,2815-1/01 Fabricação de rolamentos para fins industriais
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,28.21-6 Fabricação de aparelhos e equipamentos para instalações térmicas,28.21-6 Fabricação de aparelhos e equipamentos para instalações térmicas,2821-6/01,"2821-6/01 Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,"28.22-4 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas","28.22-4 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",2822-4/01,"2822-4/01 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,28.23-2 Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,28.23-2 Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,2823-2/00,"2823-2/00 Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,28.24-1 Fabricação de aparelhos e equipamentos de ar condicionado,28.24-1 Fabricação de aparelhos e equipamentos de ar condicionado,2824-1/01,2824-1/01 Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,28.25-9 Fabricação de máquinas e equipamentos para saneamento básico e ambiental,28.25-9 Fabricação de máquinas e equipamentos para saneamento básico e ambiental,2825-9/00,"2825-9/00 Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,28.2 Fabricação de máquinas e equipamentos de uso geral,28.29-1 Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,28.29-1 Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,2829-1/01,"2829-1/01 Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.31-3 Fabricação de tratores agrícolas,28.31-3 Fabricação de tratores agrícolas,2831-3/00,"2831-3/00 Fabricação de tratores agrícolas, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,28.32-1 Fabricação de equipamentos para irrigação agrícola,28.32-1 Fabricação de equipamentos para irrigação agrícola,2832-1/00,"2832-1/00 Fabricação de equipamentos para irrigação agrícola, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.3,28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,"28.33-0 Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação","28.33-0 Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",2833-0/00,"2833-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.4,28.4 Fabricação de máquinas-ferramenta,28.40-2 Fabricação de máquinas-ferramenta,28.40-2 Fabricação de máquinas-ferramenta,2840-2/00,"2840-2/00 Fabricação de máquinas ferramenta, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,28.51-8 Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,28.51-8 Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,2851-8/00,"2851-8/00 Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,"28.52-6 Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo","28.52-6 Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",2852-6/00,"2852-6/00 Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,"28.53-4 Fabricação de tratores, exceto agrícolas","28.53-4 Fabricação de tratores, exceto agrícolas",2853-4/00,"2853-4/00 Fabricação de tratores, peças e acessórios, exceto agrícolas"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.5,28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,"28.54-2 Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores","28.54-2 Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores",2854-2/00,"2854-2/00 Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,"28.61-5 Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta","28.61-5 Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",2861-5/00,"2861-5/00 Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas ferramenta"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,"28.62-3 Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo","28.62-3 Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",2862-3/00,"2862-3/00 Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,28.63-1 Fabricação de máquinas e equipamentos para a indústria têxtil,28.63-1 Fabricação de máquinas e equipamentos para a indústria têxtil,2863-1/00,"2863-1/00 Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,"28.64-0 Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados","28.64-0 Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados",2864-0/00,"2864-0/00 Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,"28.65-8 Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos","28.65-8 Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",2865-8/00,"2865-8/00 Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,28.66-6 Fabricação de máquinas e equipamentos para a indústria do plástico,28.66-6 Fabricação de máquinas e equipamentos para a indústria do plástico,2866-6/00,"2866-6/00 Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,28,28 FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.6,28.6 Fabricação de máquinas e equipamentos de uso industrial específico,28.69-1 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,28.69-1 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,2869-1/00,"2869-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,29,"29 FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.1,"29.1 Fabricação de automóveis, camionetas e utilitários","29.10-7 Fabricação de automóveis, camionetas e utilitários","29.10-7 Fabricação de automóveis, camionetas e utilitários",2910-7/01,"2910-7/01 Fabricação de automóveis, camionetas e utilitários"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,29,"29 FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.2,29.2 Fabricação de caminhões e ônibus,29.20-4 Fabricação de caminhões e ônibus,29.20-4 Fabricação de caminhões e ônibus,2920-4/01,2920-4/01 Fabricação de caminhões e ônibus
C,INDÚSTRIAS DE TRANSFORMAÇÃO,29,"29 FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",29.3,"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores","29.30-1 Fabricação de cabines, carrocerias e reboques para veículos automotores","29.30-1 Fabricação de cabines, carrocerias e reboques para veículos automotores",2930-1/01,"2930-1/01 Fabricação de cabines, carrocerias e reboques para caminhões"
