Codigo Secção,Secção,Código Divisão,Divisão,Código Grupo,Grupo,Código Classe,Classe,Código Subclasse,Subclasse
C,INDÚSTRIAS DE TRANSFORMAÇÃO,17,"17 FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",17.4,"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",17.42-7 Fabricação de produtos de papel para usos doméstico e higiênico-sanitário,17.42-7 Fabricação de produtos de papel para usos doméstico e higiênico-sanitário,1742-7/01,1742-7/01 Fabricação de fraldas descartáveis
C,INDÚSTRIAS DE TRANSFORMAÇÃO,17,"17 FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",17.4,"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17.49-4 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente","17.49-4 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",1749-4/00,"1749-4/00 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel cartão e papelão ondulado não especificados anteriormente"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.1,18.1 Atividade de impressão,"18.11-3 Impressão de jornais, livros, revistas e outras publicações periódicas","18.11-3 Impressão de jornais, livros, revistas e outras publicações periódicas",1811-3/01,1811-3/01 Impressão de jornais
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.1,18.1 Atividade de impressão,18.12-1 Impressão de material de segurança,18.12-1 Impressão de material de segurança,1812-1/00,1812-1/00 Impressão de material de segurança
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.1,18.1 Atividade de impressão,18.13-0 Impressão de materiais para outros usos,18.13-0 Impressão de materiais para outros usos,1813-0/01,1813-0/01 Impressão de material para uso publicitário
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.2,18.2 Serviços de pré-impressão e acabamentos gráficos,18.21-1 Serviços de pré-impressão,18.21-1 Serviços de pré-impressão,1821-1/00,1821-1/00 Serviços de pré impressão
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.2,18.2 Serviços de pré-impressão e acabamentos gráficos,18.22-9 Serviços de acabamentos gráficos,18.22-9 Serviços de acabamentos gráficos,1822-9/01,1822-9/01 Serviços de encadernação e plastificação
C,INDÚSTRIAS DE TRANSFORMAÇÃO,18,18 IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18.3,18.3 Reprodução de materiais gravados em qualquer suporte,18.30-0 Reprodução de materiais gravados em qualquer suporte,18.30-0 Reprodução de materiais gravados em qualquer suporte,1830-0/01,1830-0/01 Reprodução de som em qualquer suporte
C,INDÚSTRIAS DE TRANSFORMAÇÃO,19,"19 FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19.1,19.1 Coquerias,19.10-1 Coquerias,19.10-1 Coquerias,1910-1/00,1910-1/00 Coquerias
C,INDÚSTRIAS DE TRANSFORMAÇÃO,19,"19 FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19.2,19.2 Fabricação de produtos derivados do petróleo,19.21-7 Fabricação de produtos do refino de petróleo,19.21-7 Fabricação de produtos do refino de petróleo,1921-7/00,1921-7/00 Fabricação de produtos do refino de petróleo
C,INDÚSTRIAS DE TRANSFORMAÇÃO,19,"19 FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19.2,19.2 Fabricação de produtos derivados do petróleo,"19.22-5 Fabricação de produtos derivados do petróleo, exceto produtos do refino","19.22-5 Fabricação de produtos derivados do petróleo, exceto produtos do refino",1922-5/01,1922-5/01 Formulação de combustíveis
C,INDÚSTRIAS DE TRANSFORMAÇÃO,19,"19 FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19.3,19.3 Fabricação de biocombustíveis,19.31-4 Fabricação de álcool,19.31-4 Fabricação de álcool,1931-4/00,1931-4/00 Fabricação de álcool
C,INDÚSTRIAS DE TRANSFORMAÇÃO,19,"19 FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19.3,19.3 Fabricação de biocombustíveis,"19.32-2 Fabricação de biocombustíveis, exceto álcool","19.32-2 Fabricação de biocombustíveis, exceto álcool",1932-2/00,"1932-2/00 Fabricação de biocombustíveis, exceto álcool"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.1,20.1 Fabricação de produtos químicos inorgânicos,20.11-8 Fabricação de cloro e álcalis,20.11-8 Fabricação de cloro e álcalis,2011-8/00,2011-8/00 Fabricação de cloro e álcalis
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.1,20.1 Fabricação de produtos químicos inorgânicos,20.12-6 Fabricação de intermediários para fertilizantes,20.12-6 Fabricação de intermediários para fertilizantes,2012-6/00,2012-6/00 Fabricação de intermediários para fertilizantes
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.1,20.1 Fabricação de produtos químicos inorgânicos,20.13-4 Fabricação de adubos e fertilizantes,20.13-4 Fabricação de adubos e fertilizantes,2013-4/01,2013-4/01 Fabricação de adubos e fertilizantes organominerais
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.1,20.1 Fabricação de produtos químicos inorgânicos,20.14-2 Fabricação de gases industriais,20.14-2 Fabricação de gases industriais,2014-2/00,2014-2/00 Fabricação de gases industriais
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.1,20.1 Fabricação de produtos químicos inorgânicos,20.19-3 Fabricação de produtos químicos inorgânicos não especificados anteriormente,20.19-3 Fabricação de produtos químicos inorgânicos não especificados anteriormente,2019-3/01,2019-3/01 Elaboração de combustíveis nucleares
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.2,20.2 Fabricação de produtos químicos orgânicos,20.21-5 Fabricação de produtos petroquímicos básicos,20.21-5 Fabricação de produtos petroquímicos básicos,2021-5/00,2021-5/00 Fabricação de produtos petroquímicos básicos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.2,20.2 Fabricação de produtos químicos orgânicos,"20.22-3 Fabricação de intermediários para plastificantes, resinas e fibras","20.22-3 Fabricação de intermediários para plastificantes, resinas e fibras",2022-3/00,"2022-3/00 Fabricação de intermediários para plastificantes, resinas e fibras"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.2,20.2 Fabricação de produtos químicos orgânicos,20.29-1 Fabricação de produtos químicos orgânicos não especificados anteriormente,20.29-1 Fabricação de produtos químicos orgânicos não especificados anteriormente,2029-1/00,2029-1/00 Fabricação de produtos químicos orgânicos não especificados anteriormente
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.3,20.3 Fabricação de resinas e elastômeros,20.31-2 Fabricação de resinas termoplásticas,20.31-2 Fabricação de resinas termoplásticas,2031-2/00,2031-2/00 Fabricação de resinas termoplásticas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.3,20.3 Fabricação de resinas e elastômeros,20.32-1 Fabricação de resinas termofixas,20.32-1 Fabricação de resinas termofixas,2032-1/00,2032-1/00 Fabricação de resinas termofixas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.3,20.3 Fabricação de resinas e elastômeros,20.33-9 Fabricação de elastômeros,20.33-9 Fabricação de elastômeros,2033-9/00,2033-9/00 Fabricação de elastômeros
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.4,20.4 Fabricação de fibras artificiais e sintéticas,20.40-1 Fabricação de fibras artificiais e sintéticas,20.40-1 Fabricação de fibras artificiais e sintéticas,2040-1/00,2040-1/00 Fabricação de fibras artificiais e sintéticas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.5,20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários,20.51-7 Fabricação de defensivos agrícolas,20.51-7 Fabricação de defensivos agrícolas,2051-7/00,2051-7/00 Fabricação de defensivos agrícolas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.5,20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários,20.52-5 Fabricação de desinfestantes domissanitários,20.52-5 Fabricação de desinfestantes domissanitários,2052-5/00,2052-5/00 Fabricação de desinfestantes domissanitários
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.6,"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal",20.61-4 Fabricação de sabões e detergentes sintéticos,20.61-4 Fabricação de sabões e detergentes sintéticos,2061-4/00,2061-4/00 Fabricação de sabões e detergentes sintéticos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.6,"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal",20.62-2 Fabricação de produtos de limpeza e polimento,20.62-2 Fabricação de produtos de limpeza e polimento,2062-2/00,2062-2/00 Fabricação de produtos de limpeza e polimento
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.6,"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20.63-1 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","20.63-1 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2063-1/00,"2063-1/00 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.7,"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20.71-1 Fabricação de tintas, vernizes, esmaltes e lacas","20.71-1 Fabricação de tintas, vernizes, esmaltes e lacas",2071-1/00,"2071-1/00 Fabricação de tintas, vernizes, esmaltes e lacas"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.7,"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins",20.72-0 Fabricação de tintas de impressão,20.72-0 Fabricação de tintas de impressão,2072-0/00,2072-0/00 Fabricação de tintas de impressão
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.7,"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20.73-8 Fabricação de impermeabilizantes, solventes e produtos afins","20.73-8 Fabricação de impermeabilizantes, solventes e produtos afins",2073-8/00,"2073-8/00 Fabricação de impermeabilizantes, solventes e produtos afins"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.9,20.9 Fabricação de produtos e preparados químicos diversos,20.91-6 Fabricação de adesivos e selantes,20.91-6 Fabricação de adesivos e selantes,2091-6/00,2091-6/00 Fabricação de adesivos e selantes
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.9,20.9 Fabricação de produtos e preparados químicos diversos,20.92-4 Fabricação de explosivos,20.92-4 Fabricação de explosivos,2092-4/01,"2092-4/01 Fabricação de pólvoras, explosivos e detonantes"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.9,20.9 Fabricação de produtos e preparados químicos diversos,20.93-2 Fabricação de aditivos de uso industrial,20.93-2 Fabricação de aditivos de uso industrial,2093-2/00,2093-2/00 Fabricação de aditivos de uso industrial
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.9,20.9 Fabricação de produtos e preparados químicos diversos,20.94-1 Fabricação de catalisadores,20.94-1 Fabricação de catalisadores,2094-1/00,2094-1/00 Fabricação de catalisadores
C,INDÚSTRIAS DE TRANSFORMAÇÃO,20,20 FABRICAÇÃO DE PRODUTOS QUÍMICOS,20.9,20.9 Fabricação de produtos e preparados químicos diversos,20.99-1 Fabricação de produtos químicos não especificados anteriormente,20.99-1 Fabricação de produtos químicos não especificados anteriormente,2099-1/01,"2099-1/01 Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,21,21 FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,21.1,21.1 Fabricação de produtos farmoquímicos,21.10-6 Fabricação de produtos farmoquímicos,21.10-6 Fabricação de produtos farmoquímicos,2110-6/00,2110-6/00 Fabricação de produtos farmoquímicos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,21,21 FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,21.2,21.2 Fabricação de produtos farmacêuticos,21.21-1 Fabricação de medicamentos para uso humano,21.21-1 Fabricação de medicamentos para uso humano,2121-1/01,2121-1/01 Fabricação de medicamentos alopáticos para uso humano
C,INDÚSTRIAS DE TRANSFORMAÇÃO,21,21 FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,21.2,21.2 Fabricação de produtos farmacêuticos,21.22-0 Fabricação de medicamentos para uso veterinário,21.22-0 Fabricação de medicamentos para uso veterinário,2122-0/00,2122-0/00 Fabricação de medicamentos para uso veterinário
C,INDÚSTRIAS DE TRANSFORMAÇÃO,21,21 FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,21.2,21.2 Fabricação de produtos farmacêuticos,21.23-8 Fabricação de preparações farmacêuticas,21.23-8 Fabricação de preparações farmacêuticas,2123-8/00,2123-8/00 Fabricação de preparações farmacêuticas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.1,22.1 Fabricação de produtos de borracha,22.11-1 Fabricação de pneumáticos e de câmaras-de-ar,22.11-1 Fabricação de pneumáticos e de câmaras-de-ar,2211-1/00,2211-1/00 Fabricação de pneumáticos e de câmaras de ar
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.1,22.1 Fabricação de produtos de borracha,22.12-9 Reforma de pneumáticos usados,22.12-9 Reforma de pneumáticos usados,2212-9/00,2212-9/00 Reforma de pneumáticos usados
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.1,22.1 Fabricação de produtos de borracha,22.19-6 Fabricação de artefatos de borracha não especificados anteriormente,22.19-6 Fabricação de artefatos de borracha não especificados anteriormente,2219-6/00,2219-6/00 Fabricação de artefatos de borracha não especificados anteriormente
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.2,22.2 Fabricação de produtos de material plástico,22.21-8 Fabricação de laminados planos e tubulares de material plástico,22.21-8 Fabricação de laminados planos e tubulares de material plástico,2221-8/00,2221-8/00 Fabricação de laminados planos e tubulares de material plástico
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.2,22.2 Fabricação de produtos de material plástico,22.22-6 Fabricação de embalagens de material plástico,22.22-6 Fabricação de embalagens de material plástico,2222-6/00,2222-6/00 Fabricação de embalagens de material plástico
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.2,22.2 Fabricação de produtos de material plástico,22.23-4 Fabricação de tubos e acessórios de material plástico para uso na construção,22.23-4 Fabricação de tubos e acessórios de material plástico para uso na construção,2223-4/00,2223-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
C,INDÚSTRIAS DE TRANSFORMAÇÃO,22,22 FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22.2,22.2 Fabricação de produtos de material plástico,22.29-3 Fabricação de artefatos de material plástico não especificados anteriormente,22.29-3 Fabricação de artefatos de material plástico não especificados anteriormente,2229-3/01,2229-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.1,23.1 Fabricação de vidro e de produtos do vidro,23.11-7 Fabricação de vidro plano e de segurança,23.11-7 Fabricação de vidro plano e de segurança,2311-7/00,2311-7/00 Fabricação de vidro plano e de segurança
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.1,23.1 Fabricação de vidro e de produtos do vidro,23.12-5 Fabricação de embalagens de vidro,23.12-5 Fabricação de embalagens de vidro,2312-5/00,2312-5/00 Fabricação de embalagens de vidro
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.1,23.1 Fabricação de vidro e de produtos do vidro,23.19-2 Fabricação de artigos de vidro,23.19-2 Fabricação de artigos de vidro,2319-2/00,2319-2/00 Fabricação de artigos de vidro
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.2,23.2 Fabricação de cimento,23.20-6 Fabricação de cimento,23.20-6 Fabricação de cimento,2320-6/00,2320-6/00 Fabricação de cimento
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.3,"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23.30-3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23.30-3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",2330-3/01,"2330-3/01 Fabricação de estruturas pré moldadas de concreto armado, em série e sob encomenda"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.4,23.4 Fabricação de produtos cerâmicos,23.41-9 Fabricação de produtos cerâmicos refratários,23.41-9 Fabricação de produtos cerâmicos refratários,2341-9/00,2341-9/00 Fabricação de produtos cerâmicos refratários
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.4,23.4 Fabricação de produtos cerâmicos,23.42-7 Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,23.42-7 Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,2342-7/01,2342-7/01 Fabricação de azulejos e pisos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.4,23.4 Fabricação de produtos cerâmicos,23.49-4 Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,23.49-4 Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,2349-4/01,2349-4/01 Fabricação de material sanitário de cerâmica
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.91-5 Aparelhamento e outros trabalhos em pedras,23.91-5 Aparelhamento e outros trabalhos em pedras,2391-5/01,"2391-5/01 Britamento de pedras, exceto associado à extração"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.92-3 Fabricação de cal e gesso,23.92-3 Fabricação de cal e gesso,2392-3/00,2392-3/00 Fabricação de cal e gesso
C,INDÚSTRIAS DE TRANSFORMAÇÃO,23,23 FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.99-1 Fabricação de produtos de minerais não-metálicos não especificados anteriormente,23.99-1 Fabricação de produtos de minerais não-metálicos não especificados anteriormente,2399-1/01,"2399-1/01 Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.1,24.1 Produção de ferro-gusa e de ferroligas,24.11-3 Produção de ferro-gusa,24.11-3 Produção de ferro-gusa,2411-3/00,2411-3/00 Produção de ferro gusa
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.1,24.1 Produção de ferro-gusa e de ferroligas,24.12-1 Produção de ferroligas,24.12-1 Produção de ferroligas,2412-1/00,2412-1/00 Produção de ferroligas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.2,24.2 Siderurgia,24.21-1 Produção de semi-acabados de aço,24.21-1 Produção de semi-acabados de aço,2421-1/00,2421-1/00 Produção de semi acabados de aço
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.2,24.2 Siderurgia,24.22-9 Produção de laminados planos de aço,24.22-9 Produção de laminados planos de aço,2422-9/01,"2422-9/01 Produção de laminados planos de aço ao carbono, revestidos ou não"
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.2,24.2 Siderurgia,24.23-7 Produção de laminados longos de aço,24.23-7 Produção de laminados longos de aço,2423-7/01,2423-7/01 Produção de tubos de aço sem costura
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.2,24.2 Siderurgia,"24.24-5 Produção de relaminados, trefilados e perfilados de aço","24.24-5 Produção de relaminados, trefilados e perfilados de aço",2424-5/01,2424-5/01 Produção de arames de aço
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.3,"24.3 Produção de tubos de aço, exceto tubos sem costura",24.31-8 Produção de canos e tubos com costura,24.31-8 Produção de canos e tubos com costura,2431-8/00,2431-8/00 Produção de tubos de aço com costura
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.3,"24.3 Produção de tubos de aço, exceto tubos sem costura",24.39-3 Produção de outros tubos de ferro e aço,24.39-3 Produção de outros tubos de ferro e aço,2439-3/00,2439-3/00 Produção de outros tubos de ferro e aço
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.4,24.4 Metalurgia dos metais não-ferrosos,24.41-5 Metalurgia do alumínio e suas ligas,24.41-5 Metalurgia do alumínio e suas ligas,2441-5/01,2441-5/01 Produção de alumínio e suas ligas em formas primárias
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.4,24.4 Metalurgia dos metais não-ferrosos,24.42-3 Metalurgia dos metais preciosos,24.42-3 Metalurgia dos metais preciosos,2442-3/00,2442-3/00 Metalurgia dos metais preciosos
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.4,24.4 Metalurgia dos metais não-ferrosos,24.43-1 Metalurgia do cobre,24.43-1 Metalurgia do cobre,2443-1/00,2443-1/00 Metalurgia do cobre
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.4,24.4 Metalurgia dos metais não-ferrosos,24.49-1 Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,24.49-1 Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/01,2449-1/01 Produção de zinco em formas primárias
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.5,24.5 Fundição,24.51-2 Fundição de ferro e aço,24.51-2 Fundição de ferro e aço,2451-2/00,2451-2/00 Fundição de ferro e aço
C,INDÚSTRIAS DE TRANSFORMAÇÃO,24,24 METALURGIA,24.5,24.5 Fundição,24.52-1 Fundição de metais não-ferrosos e suas ligas,24.52-1 Fundição de metais não-ferrosos e suas ligas,2452-1/00,2452-1/00 Fundição de metais não ferrosos e suas ligas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.1,25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.11-0 Fabricação de estruturas metálicas,25.11-0 Fabricação de estruturas metálicas,2511-0/00,2511-0/00 Fabricação de estruturas metálicas
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.1,25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.12-8 Fabricação de esquadrias de metal,25.12-8 Fabricação de esquadrias de metal,2512-8/00,2512-8/00 Fabricação de esquadrias de metal
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.1,25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.13-6 Fabricação de obras de caldeiraria pesada,25.13-6 Fabricação de obras de caldeiraria pesada,2513-6/00,2513-6/00 Fabricação de obras de caldeiraria pesada
C,INDÚSTRIAS DE TRANSFORMAÇÃO,25,"25 FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS",25.2,"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras","25.21-7 Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central","25.21-7 Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521-7/00,"2521-7/00 Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
